platen_temp_upper,hydraulic_pressure,density
29.94324905561616,0.016111000276826104,
30.00678669834419,0.04409713488314706,
29.96594053126706,0.028864086632658062,
30.002115628428847,0.04886901731419297,
29.985248169124787,0.04164689545995677,
30.086450246093314,0.015887740219139912,
30.00661754098761,0.03914794406103022,
30.078255620298087,0.0292164027386399,
29.90500270263299,0.035054063894053064,
29.973075930996323,0.0011883124921891197,
30.03062656331799,0.031188098797892767,
29.920108969382493,0.04366318715434666,
30.005070071500608,0.03955201182158976,
29.94870467290563,0.0015893105752921078,
30.090604963164886,0.03345386746580988,
29.96809723191676,0.023981347265015513,
30.06858111635691,0.027763920192441727,
30.063980107517995,0.01348001848510046,
29.94699309468896,0.005106375966122862,
30.012878665034073,0.008006947752060473,
29.92333321971138,0.04621083227097557,
29.941521751178154,0.017613029549206124,
30.016932472797837,0.03713747413862637,
29.920913111317944,0.037733909545561765,
29.985256400573878,0.021539282950337447,
30.07711001784037,0.004680398152123383,
30.075130718638995,0.04976987039771788,
29.960045918748378,0.04938141749103098,
30.02517990633214,0.02928524674091439,
29.90893034107452,0.0009739908142552712,
30.025774663346624,0.023893460005183997,
30.052377992390625,0.0036775262584778537,
29.986314647421942,0.014235876321949193,
30.07235446135029,0.028122750130016673,
30.023391574769672,0.01292301772911842,
29.95306329562084,0.03217372225095637,
30.05646050534196,0.027095417433206634,
29.979312256673072,0.03748131970331841,
29.944663222682326,0.0019415752175597546,
29.906744776483546,0.023989738079220686,
30.02061835714343,0.04536612653451903,
30.089454959103353,0.017206103551434353,
30.044873102971305,0.038599759305020485,
30.071418857270938,0.04511866762923702,
30.029191503666045,0.027451944800907097,
30.099013208044937,0.021057961186573573,
29.97747863278539,0.049395255173116104,
29.96956903850056,0.0050067426358396845,
30.099020917903882,0.03764797265968502,
30.036014827599686,0.012427038492814658,
30.009640340637258,0.0024134465010326404,
30.010458753540323,0.04236762351431201,
30.0474529337038,0.004555563617037012,
30.04306158915137,0.025519709837292893,
30.051910132162334,0.007209430861364708,
30.019796332427045,0.015912216582898958,
30.078555631049486,0.04913405328490944,
29.98650959013966,0.01318849910382482,
29.959399289649415,0.032293483265565436,
29.9972664555789,0.017626191037449935,
29.9277105720953,0.01735071110345963,
30.08930475305522,0.010201601983791603,
30.071993808502597,0.012642476266857168,
29.993918042931202,0.0393752955279007,
29.962379645105898,0.03984430418996805,
29.957508065573947,0.007025257746733704,
30.017319420065554,0.03648350799980296,
29.978771886105122,0.020009028208555497,
29.94804115473974,0.017545222998497572,
29.995445805485836,0.03429882772108853,
29.922156495031103,0.035373150107288774,
30.056418417607944,0.016378245044611522,
29.974515199170046,0.021289656888092885,
29.90088567358094,0.005408810903968265,
30.084687576364257,0.028395105203611215,
29.960172171824,0.009107051348049417,
30.003469749732293,0.020349210852668803,
30.078626652313893,0.04472911149862146,
30.065967895553786,0.020490395146856206,
29.922729498267532,0.023227161380105228,
30.021768862010074,0.002718231876209909,
30.00928571830028,0.04936694653611465,
29.926167879363007,0.033092676856939944,
29.93707564894031,0.0010059953710649162,
29.998351268978265,0.023935518345036978,
29.977800447521712,0.028228285463513615,
30.07575613981388,0.013813483505909841,
29.91060254307191,0.02280759134900534,
30.03453797467223,0.04789796965223139,
30.04043821613166,0.03462919210109945,
30.029125446015932,0.03637544865443063,
30.068235418014424,0.04710632272951765,
30.02477384013917,0.0077227947140901644,
30.00808096470405,0.030952893893388192,
30.04994315145914,0.005406959395284239,
30.032610004459798,0.02380604752886231,
30.07667523117568,0.045490231085099496,
29.918303556765387,0.04353796097352889,
30.090015820315813,0.02164001897050341,
30.079277538377003,0.03879507369967334,
29.91605314000779,0.0006322403541064504,
30.061451034379914,0.03376757653010354,
29.95408079041515,0.0012064384040065546,
30.017605785411142,0.03210170111916862,
30.00641917898356,0.029232418704248028,
29.992314614793514,0.014883493678436471,
30.059732268092233,0.03331191886197946,
29.90948888459433,0.03989704751179583,
30.096790315333305,0.033951425446948506,
29.96072480149675,0.03817504510056305,
30.015596133887957,0.030292035110737792,
30.079809463573635,0.04201858245676931,
30.014926434066524,0.029269298884119572,
29.991294841960396,0.020469965005531346,
29.949624751584032,0.0005065662604546717,
29.985055488081446,0.012146169521745588,
29.918041505775594,0.00285567639794973,
30.016379577959125,0.04423444867707449,
29.975256175836478,0.03709589258605329,
29.969460459412826,0.021550645758671085,
30.06934836718631,0.0002711027343084094,
29.970012305006307,0.039147568611813024,
29.965383636438062,0.004337768071118109,
29.991382523151014,0.020849332133720262,
30.061526729787325,0.01777999736812097,
29.924743059796132,0.023392046963643776,
30.010372622309575,0.04975984276972864,
29.963803425022988,0.022883837518648437,
29.996053120601456,0.03504394759963315,
29.915154454917875,0.049018757136864766,
30.003831291948,0.04054191608440816,
29.911045996885903,0.04328581541718293,
29.942788366532156,0.031171892558107508,
29.9741906137311,0.040258809739811115,
29.96448181127162,0.002015393436628121,
30.002352652929403,0.03499607647689141,
29.908280619503145,0.010127442053647052,
29.959148740447983,0.0024380688775491655,
29.967646680536998,0.011324940176720628,
29.59144167530735,0.023468130301434555,
29.64765003385684,0.023225528244012212,
29.800890409172723,0.016535285709473796,
29.948911430712197,0.04916466099629503,
30.123124512694105,0.01814379042986819,
30.208508597678733,0.05506461956094041,
30.38011812149425,0.018883660285374092,
30.432086325838853,0.010109717071243121,
30.517408994996128,0.05487127050509461,
30.527260348904566,0.053452507447239624,
30.41964216504707,0.07917955341075127,
30.409352043618185,0.031225265176913833,
30.27042499575263,0.012949475353379893,
30.110066185882012,0.031626844953418935,
29.8979078330408,0.044779286751423515,
29.819090132188194,0.06412350946234517,
29.650107036436587,0.04114130177773092,
29.559595642857474,0.010949524241379563,
29.500897773937524,0.054222183537091975,
29.487471469416523,0.054330875215186654,
29.55421209013459,0.06413369065786825,
29.601778830270785,0.01624785577503552,
29.683164672353843,0.026468529161672652,
29.902778695265994,0.03644125649174605,
29.975222386851488,0.06121176973122145,
30.137369258124846,0.014729502317665984,
30.274312151636323,0.030275347026495238,
30.43008465658894,0.06311292922227582,
30.45020907496986,0.05572239476837796,
30.50429578411013,0.018469287213794882,
30.52420050607957,0.030515782710868557,
30.434762734066606,0.06893604996236923,
30.33792368663201,0.0791532947853474,
30.22440714631986,0.04043678330385051,
30.04191217251857,0.03451801250236144,
29.867308891757553,0.06720632703758797,
29.733310484342468,0.039773947366997665,
29.60419362019999,0.059439810638345865,
29.54980903489157,0.07585346121842028,
29.543902542689725,0.043809588688119225,
29.49938205042628,0.07795198739279968,
29.526686863937112,0.057239234848570936,
29.638298216025223,0.03380428981000508,
29.774798096923345,0.07261736422317057,
29.873399723397288,0.07908064369964184,
30.08892120942203,0.07472584997203476,
30.145609672651517,0.0708978631133777,
30.351444631785334,0.03796603780568867,
30.397157527485103,0.07755042496761318,
30.494797447296907,0.026021328660288424,
30.456489643594374,0.020632629776126933,
30.44794432391541,0.037421943598601314,
30.395084887726462,0.043060784965936114,
30.27319165249474,0.04049623061656348,
30.1302329200714,0.042701613930622,
30.03532281301811,0.0724909689514981,
29.876949690286764,0.044908122794287374,
29.714671265617437,0.06075048581726433,
29.613569273689453,0.016426295298084773,
29.548184013201563,0.03614641554958562,
29.482491304585885,0.04054367425980139,
29.47133221025725,0.025183906756151585,
29.571702702425323,0.07873616463711246,
29.643184206408772,0.07532295530656884,
29.812087218907042,0.018847359330218656,
29.878299016008366,0.04390798582326845,
30.079693655727347,0.06064828788817348,
30.17454972507339,0.044246954143144175,
30.303887920179513,0.04246237598526786,
30.41467589956481,0.03606247178786478,
30.508705140428855,0.02111148456680029,
30.512861058084646,0.013697308538131286,
30.42716380330499,0.017454198842227545,
30.39997132211595,0.04653333727163028,
30.329430279573586,0.07740634368139997,
30.166407984321285,0.05172345518766623,
30.036155981316533,0.07770928721006984,
29.898275158459924,0.03293676432162138,
29.684968308372714,0.0709294776500479,
29.62436275763171,0.04558358223130619,
29.55942914920016,0.043711665953900594,
29.48359053726613,0.018772976709063742,
29.46515614200907,0.022954550169944507,
29.5906259084605,0.04350530792147228,
29.620049506554707,0.06158447506992222,
29.75760467091261,0.027828620147521084,
29.91086525984029,0.06982630745135446,
30.060213834336892,0.049857560536643745,
30.220697314005733,0.03528305407304128,
30.35754411390087,0.05084685943535767,
30.41498969030876,0.04684141736645921,
30.47553673258373,0.06579048821955387,
30.506233080653033,0.05522309542877205,
30.447249830847426,0.019448991234947012,
30.36489231567186,0.07898899461309365,
30.297510709867474,0.05057155125342438,
30.173223766628748,0.01532124047183158,
29.954914447294556,0.020315079835035395,
29.884395261013427,0.04157102462667481,
29.680847210017756,0.04928381045074222,
29.59880488712652,0.07446708027966889,
29.55718714079315,0.018210923663741194,
29.476090767065333,0.07185662188757054,
29.507330430834973,0.03471851461261864,
29.541720985383865,0.05406466807115307,
29.641226342788162,0.014263240584288066,
29.800902880987756,0.04600635637713701,
29.90445710884692,0.04968141029539759,
30.045183142264385,0.0739182124274522,
30.210238443609278,0.03023160767628899,
30.342534579755576,0.031094382366016263,
30.461176317998873,0.03982400610261427,
30.476365584589598,0.06603217619907939,
30.488962090945222,0.034753911535275774,
30.472031522291537,0.04246224628364574,
30.328249263953815,0.07004515275965567,
30.266881582741615,0.01781014279124372,
30.115563422330727,0.027574097434465233,
29.937778208587588,0.012356493181013582,
29.810953558571377,0.013519842208695714,
29.655073183896757,0.021358760099728247,
29.552314050732814,0.03492466104397572,
29.49388914049812,0.03086144992007174,
29.471742650170224,0.0640307259164192,
29.47775788419779,0.02935134552491831,
29.53583925616794,0.05023064633285524,
29.68317871924359,0.06442510459791667,
29.822595271813555,0.013564897822688078,
29.92330730167384,0.048712619584455094,
30.109294948419972,0.04920964192680363,
30.27279406522618,0.03368882513604867,
30.400534595026908,0.06473101014952484,
30.476187584813772,0.050153262346192606,
30.499524890681705,0.07918161433599402,
30.51689602510686,0.02877213410116497,
30.41171439852324,0.01942568253924428,
30.377199065678905,0.062478791311883296,
30.214259396780328,0.04447605656383114,
30.069345063760547,0.060608071249708025,
29.962383524955936,0.0516450607525188,
29.82002298546956,0.02739456063645611,
29.727159550350063,0.05047164661449874,
29.59262538841477,0.0520429642814952,
29.47583224029103,0.0576063176678738,
29.529846837968066,0.02951084976034956,
29.559663109992588,0.011250443472969048,
29.57571752220436,0.028268936887531848,
29.7288096694454,0.017110234528138757,
29.809725011127878,0.03532599716809352,
30.01364964024526,0.06381285993911294,
30.087550034412814,0.04984434210552318,
30.28355159510889,0.02451405562504471,
30.424922299831135,0.02884682943901551,
30.446242514527274,0.013235542122912912,
30.511222737927753,0.06653850731250517,
30.53152463085266,0.06954541991010375,
30.441064625154656,0.03066777938288142,
30.37748468809916,0.06553365577954785,
30.218029472474413,0.07086923942807957,
30.141596275485664,0.025847824772627925,
29.971089958478302,0.05357085692634716,
29.828282168385897,0.029567167863970553,
29.656411402299874,0.013913063244424033,
29.548547083194933,0.011209390034774409,
29.51420950207352,0.022148410594495946,
29.51028997607276,0.015275238870910805,
29.510125618774172,0.07582426056936252,
29.572407661368164,0.04980058958921436,
29.729110830573614,0.0617626088302763,
29.870254949773113,0.05002399583930507,
29.974597764930085,0.06733603698761263,
30.141211038699655,0.04013795371432261,
30.288273938906595,0.05417489148519734,
30.42747583091961,0.07674326203209562,
30.433046910642126,0.051621654517681526,
30.521461124415467,0.022151144666441733,
30.48623201067717,0.03519751519084727,
30.460888693031322,0.025049993541257694,
30.373322694294032,0.018423001112555702,
30.22869389590953,0.011677519824899556,
30.081405161588,0.019074687398502727,
29.960366957885377,0.057051927906456135,
29.783482066669407,0.011231144602605405,
29.699239319958746,0.016506342645378445,
29.536201756270213,0.05985793289814212,
30.442124741675066,0.07930979943021688,
30.434709997540278,0.06309738780304322,
30.290333871505833,0.03698420637075653,
30.149027895512287,0.06622362102654374,
30.05286873820175,0.04157247744219774,
29.865430655111272,0.01746577778122182,
29.748080159679663,0.060439873944842924,
29.59309899241193,0.04832843287759257,
29.53563768452303,0.03541722823067366,
29.548494648451154,0.07631881211963477,
29.53080968554372,0.01998708727513512,
29.59013202025698,0.023210211178965524,
29.628622894688373,0.0678809967981685,
29.765241968961504,0.030523874849005872,
29.896860489093275,0.03331039195001427,
30.07943246126149,0.04181255454154721,
30.199533844013597,0.06808419355419455,
30.289995679898166,0.07452776286101769,
30.37382802672788,0.024042962571867454,
30.489648027048258,0.06997174046463701,
30.494726520075545,0.057079620175354284,
30.471022743337514,0.05412038769166745,
30.41275370834047,0.054701191192990856,
30.255342806285856,0.04952260260265337,
30.155128696372348,0.06611878762470083,
30.012668013073913,0.022032183351368927,
29.838960274577985,0.04670017424232519,
29.737014273062787,0.06016684063092258,
29.621496590486426,0.07460454394120165,
29.53071104370197,0.02629348844015582,
29.528322788426756,0.06964790506100797,
29.497246024001015,0.012341387896668183,
29.574857258918495,0.07559385023378086,
29.708634907438306,0.049104453660136944,
29.79955972098766,0.06890440020785864,
29.93078234622507,0.06726716807225151,
30.07010928586211,0.029498325272365768,
30.234427010784838,0.07023188325037816,
30.342432351753875,0.07439304102440328,
30.455013842921787,0.058886534948867364,
30.495815572152335,0.0325459410863762,
30.49228652588829,0.013452351693863926,
30.43530596838375,0.037896964055238985,
30.377476525401928,0.028950851825013862,
30.272255990905997,0.05499634756160813,
30.12491977027174,0.02493055873760692,
29.954389446589726,0.04490997375662696,
29.84493916551598,0.026780238756957786,
29.703780914507213,0.01948639961508446,
29.598927435843144,0.05659980231775311,
29.51098735516983,0.04462286525973631,
29.514697360402277,0.02310849902864786,
29.47523143369981,0.016201115643851266,
29.626560322779145,0.01135307803156869,
29.68844455736279,0.013884422609394582,
29.85123423219493,0.0510393178077395,
29.977532978118997,0.025195364052064788,
30.16857376939774,0.05415994346058015,
30.268431520958572,0.01359602539299982,
30.372445501702426,0.05903510514060323,
30.42867745183071,0.05472157204765214,
30.543278490396165,0.050936847434100006,
30.46947068566454,0.06012456043504238,
30.47991833679213,0.02737341329276769,
30.33401707570487,0.027868463649816218,
30.233266987895142,0.035024105768926,
30.10897555695053,0.02453946005881768,
29.94536307248177,0.035365782999427754,
29.74246470540727,0.04655401703730849,
29.695923807420773,0.07865266329421947,
29.549569148971,0.06579017431892946,
29.541453345712394,0.062416670726661926,
29.516681123946082,0.07669420030820952,
29.52934756453228,0.06874465537985794,
29.63902546660898,0.0793276156843774,
29.773276626368766,0.01126972451817326,
29.83717902165889,0.06853346573448213,
30.051744873295938,0.015560954465850166,
30.126251724715534,0.06892429103800525,
30.332328207821817,0.05619187034107733,
30.36951893831905,0.03019221093221572,
30.515182410237887,0.06907122257935046,
30.542962911574467,0.041206659230187855,
30.482550685032056,0.021596179482000905,
30.390058611277976,0.011286651050015585,
30.290287519170356,0.03902416788984654,
30.17539164511933,0.07421221270754523,
30.021350027243606,0.027828134343013504,
29.893761431827528,0.06249283895251939,
29.78491885162858,0.06538379910205358,
29.615400321071874,0.04328262601117737,
29.593715889885086,0.059161141620611916,
29.509245426736975,0.021217112845557662,
29.47279833134946,0.03292798082519232,
29.580478407664987,0.01917371631105446,
29.653924234813708,0.045229361414217156,
29.760890212666425,0.027609077665256693,
29.908886962007156,0.028248452298122916,
30.01986278858209,0.029255388900562514,
30.204903484143273,0.043112702078946886,
30.281574489039567,0.05952542311624387,
30.416556093131135,0.023486915423268057,
30.48548116178899,0.05856069665977726,
30.487716686241086,0.061890219840644856,
30.425131436071034,0.05186322448067749,
30.370565631645135,0.05231578968380326,
30.328904200730683,0.03474518974430188,
30.132003994383485,0.07417521676546103,
29.972401817097587,0.010007361539096043,
29.862401187818918,0.038002928483274426,
29.729049958638296,0.06781687733607583,
29.654103343960365,0.04989804730323908,
29.567192247679262,0.07435023880859255,
29.50304794260708,0.0767019997188832,
29.482650726090046,0.057637203099447816,
29.538679105512884,0.02691700636940232,
29.675557447142488,0.06547778090290264,
29.815284061663473,0.06378000344150729,
29.911931528690385,0.01901647105683095,
30.05688063763753,0.02612230285736246,
30.23993457984448,0.06412829807421286,
30.39458592686358,0.03498845472572266,
30.48869282615586,0.04327707862398778,
30.489640970199428,0.02625527713795564,
30.473964302624264,0.04841708990060121,
30.47757294951659,0.037850991617032,
30.31749933964736,0.03512198960768575,
30.21266670816706,0.07984481349443807,
30.107818160317493,0.048185413052722545,
29.962407005164568,0.06662415252119874,
29.80644142772814,0.04469913736128339,
29.725911060299048,0.055454633192769186,
29.54538895078672,0.06568107962039478,
29.526060831383013,0.04763384700886623,
29.452598030027378,0.07857784650848597,
29.54762663414443,0.04773966048307171,
29.624837886438893,0.07368042402368052,
29.66906733139291,0.07345561279214402,
29.881380260964256,0.01916808305549382,
30.034152381670506,0.06550851008493505,
30.113718778438955,0.019179548812222905,
30.260364134927862,0.06336792529312216,
30.372517263579258,0.06555467453032508,
30.50244355565159,0.014549314402852412,
30.492120310921543,0.03674871118576024,
30.51581259468398,0.04835970735276392,
30.433902303698563,0.023450402964192874,
30.32848413983026,0.06244179773675901,
30.256361855568844,0.028342424636092427,
30.03686377300977,0.07084988231196016,
29.946947629306177,0.010781073754955232,
29.782945854994207,0.061056180451571455,
29.694579278382765,0.04058309791460398,
29.571360424694312,0.05137007280288752,
29.533878416680967,0.07727025813565168,
29.471823425774506,0.04484681520243677,
29.591643620603982,0.010215450148877116,
29.597386024824363,0.06756523660043283,
29.723641774386472,0.06310568111012871,
29.845581069091637,0.057003417365114425,
30.04980976679167,0.06928923986550205,
30.189712950783367,0.05483313439854462,
30.320775814348586,0.058463934103645976,
30.397978600534575,0.0659323874453469,
30.49379049691515,0.06856273292371076,
30.45948760859251,0.06872762561427807,
30.513190973395176,0.03404369925425825,
30.38126341942717,0.05790844229901709,
30.26437493864671,0.02787495558719539,
30.1422512202417,0.07827738255580662,
30.006216978133168,0.06728062017493881,
29.862535448514738,0.07191177824278018,
29.78451430014573,0.029230771031832734,
29.665701880381693,0.06917489499685349,
29.49367357990642,0.0501769110955327,
29.456118480484964,0.023491708419210618,
29.463208162684136,0.04242387900499817,
29.554962325249114,0.014816103208046983,
29.626752010480324,0.07295563690199455,
29.77715497893568,0.05828431410213264,
29.942554372301373,0.032601527034149445,
30.0221836578603,0.04022687739129608,
30.229458374612722,0.0474923297420381,
30.361602927755403,0.06373637058823163,
30.38668619516915,0.0789189595104705,
30.477710549381875,0.04831302320252953,
30.46889194298295,0.031098631232946865,
30.461755002085756,0.025253460090430842,
30.40597242699345,0.04795052951009902,
30.259775809294904,0.03339341548336756,
30.13055734144778,0.06617472045804508,
29.98986039002446,0.05186558906165568,
29.877299827975154,0.0245596671499824,
29.70176133285581,0.024227592390967553,
29.634709038812044,0.07758786276738378,
29.494501509026772,0.040205464169623735,
29.49204269792975,0.06374801419047682,
29.542293312949433,0.022203307086534382,
29.56865020392803,0.0596637502770442,
29.672698091628824,0.0354520071840254,
29.852891938265948,0.04712792763181997,
29.984857477572945,0.035561701023743286,
30.14179077096638,0.048643103379085166,
30.283419867660527,0.03839074189971244,
30.32620971046723,0.018415724037711866,
30.487030651574297,0.017366414614261604,
30.48140413160407,0.07777461910665207,
30.528519414344075,0.017050852109193333,
30.43618598925188,0.0508205572556312,
30.334265695967837,0.011762740617839995,
30.24400568296161,0.04638242235641748,
30.068061972256054,0.07784846065479252,
29.92874229051175,0.016922510033362887,
29.80532073752216,0.07420083033132155,
29.724046495482547,0.0645718865677509,
29.58965096438177,0.07458456492416966,
29.530583351987513,0.057565190959952536,
29.50765570612514,0.034111122998278176,
29.566238115379907,0.05234087777358245,
29.549707675596743,0.06014518657036269,
29.704347502605803,0.0592681209261725,
29.785606098988662,0.0745448847189501,
29.926813744575288,0.04353084038630247,
30.173212348452278,0.053405095347718194,
30.27284388864918,0.07484843737473126,
30.348859988638086,0.0682688308522866,
30.478409727647996,0.06085758247095041,
30.529010113168237,0.025961230350140127,
30.537588732461693,0.0711752393899187,
30.407400381381805,0.03287546540178738,
30.37416452964653,0.04954632939491262,
30.26756094022625,0.010708517865607179,
30.127891879995108,0.030942476790246795,
29.90833441162946,0.010893049289003743,
29.759679008032634,0.018491797941192066,
29.67072177597867,0.06878242608057243,
29.551774277819376,0.03719919298143982,
29.51719145312528,0.05740374488511299,
29.452055335588906,0.05452712256540021,
29.580263559855005,0.0369697928266161,
29.628744816120065,0.01697085509490603,
29.708963676179692,0.0787662956707619,
29.80998559331036,0.010204340642278415,
29.96549508979713,0.06293023418710844,
30.111831847027844,0.05899507710097394,
30.2712884402488,0.07488312004105767,
30.35450230350619,0.056202048534086065,
30.426428234254868,0.01267678571589299,
30.48814265865313,0.02400498383819766,
30.51938676079895,0.05965924076639816,
30.454721495223726,0.019696387593244345,
30.344954522597806,0.05516195353591498,
30.192780042733627,0.036249970279801674,
30.105768005393607,0.04478834058518885,
29.879904908687962,0.06384488513001835,
29.822011982559108,0.058462384721183897,
29.644375378745888,0.06785929134398763,
29.574484565607534,0.04963454531263372,
29.475115256216768,0.068413703574152,
29.54615989440706,0.03251940120769213,
29.50007299148784,0.016835464940703267,
29.61821646328062,0.07537519078048824,
29.709221580079497,0.06936339751395612,
29.877484868449603,0.06543034009459167,
30.014190907047002,0.04173858737121117,
30.1486104918074,0.03221041178416056,
30.26023203897494,0.06962250177450505,
30.373466074397943,0.07044586754912241,
30.491310965754884,0.07277090906015084,
30.54480238183231,0.03088314281893407,
30.469206246729893,0.012487162423838754,
30.446469915178202,0.010911477300879721,
30.341841812260647,0.06946006195096906,
30.227564021071753,0.016766707024850013,
30.010981290776026,0.05589036301007232,
29.9277909233948,0.0784230233134065,
29.740058442770298,0.06416007412267027,
29.606783816599275,0.03012800532558154,
29.55326717481256,0.06336416924223903,
29.511804828450156,0.05224046126852746,
29.52852180391812,0.011082987606892986,
29.581619358999372,0.046679398681132016,
29.644673783012554,0.03808897011011248,
29.701186141212172,0.024609426925229796,
29.906793130473407,0.05954235821070017,
30.061397038717658,0.012589763978700081,
30.200421872175077,0.06632805121982781,
30.299140964343884,0.038610459802371044,
30.417599357097647,0.03530518733116666,
30.477277423287383,0.03465205681699999,
30.486818931327523,0.06743018461455737,
30.506218992204968,0.038695285195075965,
30.417840167568176,0.053415104560882325,
30.358999515767152,0.06791406152288587,
30.21368090416032,0.07201980085293712,
30.005208709809718,0.03437560742475784,
29.898831735500515,0.012314598148097418,
29.784783053236996,0.07577669316203647,
29.638219607499856,0.042992691636638665,
29.582863429545977,0.05060514213809084,
29.54055007761323,0.05117555036621317,
29.549417308677903,0.044173150020504336,
29.593353311729626,0.06088256559294007,
29.61372833243374,0.011434704411222855,
29.792982377813114,0.014279554522348623,
29.92740864669028,0.07394321000217391,
30.01097102323757,0.04290341382621524,
30.18189134420083,0.02144704465541645,
30.284334721611195,0.07051493923214691,
30.46505124693094,0.06331898831062915,
30.503325559309886,0.05998182646837041,
30.513646031975533,0.04727523317102704,
30.492373224100774,0.011293334394318845,
30.41048420834681,0.07647081095058479,
30.265254612744883,0.05888656370752344,
30.178016225816812,0.04611596692054544,
29.97217031499703,0.02484018643993626,
29.8439094133722,0.027398853743650947,
29.76860966499972,0.0337577136921405,
29.594993565257827,0.02498294409713206,
29.52376952044918,0.039255184513968006,
29.542992869854245,0.07775865535422265,
29.55015031208027,0.04238448951726962,
29.61009982506954,0.05986675126553979,
29.653735615601207,0.03305344373348961,
29.76109274497283,0.041094944920477265,
29.915363133478664,0.04566490080744071,
30.022559856777153,0.07305698671439312,
30.213122504906057,0.0763857784262926,
30.292086224414028,0.03764624763712648,
30.46916226966257,0.01633731191669497,
30.46990358337117,0.04841573610710972,
30.464447225655732,0.07020339627382009,
30.3459222089551,0.07589113301748034,
30.274037086612093,0.03412519378422827,
30.098955915440122,0.06253925408944411,
29.984523652439915,0.032025259296451766,
29.859695801653643,0.06054673905595038,
29.74386650222766,0.06809478748354482,
29.633805990882415,0.01046498768530654,
29.508495383464282,0.05281366718187,
29.528141816695644,0.011293639081614393,
29.524090609602236,0.055766341214974965,
29.616877461683757,0.06403893233263615,
29.6988143229827,0.0626324746726093,
29.790749099818814,0.03132818080533994,
29.997119361000728,0.02156900771613563,
30.11201858492532,0.07743709747818943,
30.264785254640586,0.06875015467477828,
30.37845047685089,0.02946143596204761,
30.475493689518213,0.04035782218506781,
30.50725139274914,0.04194606306893125,
30.476485453453304,0.018020252439888113,
30.47027074571051,0.07574567919866222,
30.386569056150194,0.06035999300545595,
30.178090294409714,0.07546660197616457,
30.040369502717468,0.06326008848968777,
29.958731825918413,0.012398835294082268,
29.7284802119126,0.04736835929340414,
29.66763898224293,0.033618650051259275,
29.5334936748894,0.0644735083402424,
29.465414384431124,0.05207378968698004,
29.50091840812775,0.07419470450410434,
29.55479139221927,0.04858272227316799,
29.633982362254763,0.05689329273660177,
29.769513544206383,0.037434115973538684,
29.887210003421618,0.030615465615967313,
30.00962544213513,0.011253038467642173,
30.173427980887762,0.06758604568862032,
30.321974657270164,0.07936764789169841,
30.376367389403985,0.0632628145121145,
30.428828884874257,0.0786633855078496,
30.52539543762253,0.047521112062890794,
30.485663994733578,0.0734867366142007,
30.409077664608002,0.03214535744718639,
30.305103306221337,0.05940653308840015,
30.205426969138077,0.0668500223571922,
30.0884880902802,0.016463920250146744,
29.924140678991193,0.03391023889924937,
29.739079676078386,0.03856463745110982,
29.630275795889,0.058162143182065265,
29.52003416849154,0.043101037510688375,
29.55112045310364,0.026746570105670706,
29.490798416641717,0.025063342412035207,
29.517176667759557,0.016405058688092965,
29.649126211811634,0.07169429029322501,
29.784141653958606,0.05555197650641926,
29.89153866255189,0.060501101090743234,
30.05801964644297,0.07121215642566586,
30.159500694078996,0.0689864787715099,
30.310126408068673,0.05660834700321658,
30.44472663399518,0.01751947278270494,
30.470364421066126,0.02899449006650378,
30.488412717248575,0.03266358850207696,
30.49287165307525,0.03686203101828764,
30.35813786341131,0.0291996715957027,
30.29638636667707,0.0775780781493942,
30.145849948312456,0.02571546042469349,
30.030961537820396,0.04904384792771665,
29.848350477458073,0.029347741565661077,
29.77915127091075,0.015299529493071713,
29.582306398299078,0.019154203722661765,
29.510695317516408,0.018873051907644926,
29.54898510037522,0.04710912101912834,
29.535473455117458,0.026219822101323786,
29.569122854789807,0.03770150990975691,
29.681877773329262,0.07887956393864073,
29.745592039833834,0.02658974235190889,
29.875442953745356,0.05321673392569569,
30.06074061180362,0.017489661827248593,
30.171990702032968,0.03833853745018236,
30.34906638415286,0.07338104095788872,
30.4268823421164,0.06027469648658515,
30.50005656619522,0.04393383008033333,
30.513884238203786,0.043727277532249496,
30.487537452559934,0.022761498946322,
30.395226695062668,0.024740529153836996,
30.23057355049243,0.03536824032311375,
30.157026522304648,0.05158459996128165,
29.97692778186575,0.058066750862834644,
29.820368095057216,0.014153008641573438,
29.6972943466013,0.07137731852818509,
29.578079143876277,0.06455141097671276,
29.578080918030313,0.03916109532227041,
29.50624672080186,0.01332542366622208,
29.550742927973594,0.053600843005962566,
29.538743133566005,0.06496554091265055,
29.624356524993672,0.04039005595219322,
29.79526033628184,0.04077779141183963,
29.92038624188291,0.022969514984166835,
30.065450977084687,0.05005037570535072,
30.275519306179078,0.03892719676329223,
30.31377716919273,0.04086755107785046,
30.4889289241797,0.027574301986687068,
30.458082281837275,0.023709658541285195,
30.48698386419673,0.0609281145583159,
30.443387487035988,0.031271649586612354,
30.33789283132012,0.0698590213147038,
30.254070787803627,0.017868933618194416,
30.114463306373302,0.013290357554666107,
30.005461382769084,0.07212590797287638,
29.84101585592959,0.017995812581940898,
29.67881035169502,0.04792441092754334,
29.601370827418204,0.032755056652476286,
29.548715180580388,0.05208320268033063,
29.486299958592035,0.010945934230599974,
29.475341519646367,0.055769932624306955,
29.549122059553262,0.03437018354394778,
29.649950246880675,0.011335904734183257,
29.8170296247361,0.057227778596377454,
29.936448602625326,0.05090948782744098,
30.12667443835823,0.023125959218415836,
